,No,Name,운영체제(OS),CPU,CPU_Launch_Date,램,그래픽,저장장치,파워,inch,무게(kg),inch_per_kg,PD충전,CPU_Score,GPU_Score,ppi,Screen_Brightness,Screen_Refresh_Rate,Display_Point,Manufacturer,Value_Point,Value_for_Money_Point,Price_won
219,16778231,MSI GE시리즈 레이더 GE76 12UGS QHD WIN11,윈도우11(설치),인텔 / 코어i7-12세대 / i7-12700H (2.3GHz) / 14코어(6P+8E),2022.01,DR5 / 램 용량: 32GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX3070 Ti / TGP: 150W / VRAM:8GB / 논 옵티머스,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 280W / 충전단자: DC,17.3,2.9,5.965517241,,26490,1445,127,300,240,6.235489221,MSI,6.150948442,202.9620781,3120590
220,18197495,MSI GE시리즈 레이더 GE76 12UGS QHD WIN11 64GB램,윈도우11(설치),인텔 / 코어i7-12세대 / i7-12700H (2.3GHz) / 14코어(6P+8E),2022.01,DR5 / 램 용량: 64GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX3070 Ti / TGP: 150W / VRAM:8GB / 논 옵티머스,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 280W / 충전단자: DC,17.3,2.9,5.965517241,,26490,1445,127,300,240,6.235489221,MSI,6.667377395,196.0993351,3490000
221,16630319,MSI GE시리즈 레이더 GE76 12UH QHD,미포함(프리도스),인텔 / 코어i7-12세대 / i7-12700H (2.3GHz) / 14코어(6P+8E),2022.01,DR5 / 램 용량: 32GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX3080 / TGP: 165W / VRAM:8GB / 논 옵티머스,M.2(NVMe) / 2TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 280W / 충전단자: DC,17.3,2.9,5.965517241,,26490,1445,127,300,240,6.235489221,MSI,6.280080674,176.4563269,3559000
222,17773601,MSI GE시리즈 레이더 GE76 12UH QHD 16GB램,미포함(프리도스),인텔 / 코어i7-12세대 / i7-12700H (2.3GHz) / 14코어(6P+8E),2022.01,DR5 / 램 용량: 16GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX3080 / TGP: 165W / VRAM:8GB / 논 옵티머스,M.2(NVMe) / 1TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 280W / 충전단자: DC,17.3,2.9,5.965517241,,26490,1445,127,300,240,6.235489221,MSI,6.089531487,152.6198368,3990000
223,17265398,MSI GE시리즈 레이더 GE76 12UH QHD 64GB램,미포함(프리도스),인텔 / 코어i7-12세대 / i7-12700H (2.3GHz) / 14코어(6P+8E),2022.01,DR5 / 램 용량: 64GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX3080 / TGP: 165W / VRAM:8GB / 논 옵티머스,M.2(NVMe) / 2TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 280W / 충전단자: DC,17.3,2.9,5.965517241,,26490,1445,127,300,240,6.235489221,MSI,6.409112932,161.4386129,3970000
224,16630403,MSI GE시리즈 레이더 GE76 12UH QHD W11,윈도우11프로,인텔 / 코어i7-12세대 / i7-12700H (2.3GHz) / 14코어(6P+8E),2022.01,DR5 / 램 용량: 32GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX3080 / TGP: 165W / VRAM:8GB / 논 옵티머스,M.2(NVMe) / 2TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 280W / 충전단자: DC,17.3,2.9,5.965517241,,26490,1445,127,300,240,6.235489221,MSI,6.280080674,161.0277096,3990000
225,17273651,MSI GE시리즈 레이더 GE76 12UH QHD W11 64GB램,윈도우11프로,인텔 / 코어i7-12세대 / i7-12700H (2.3GHz) / 14코어(6P+8E),2022.01,DR5 / 램 용량: 64GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX3080 / TGP: 165W / VRAM:8GB / 논 옵티머스,M.2(NVMe) / 2TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 280W / 충전단자: DC,17.3,2.9,5.965517241,,26490,1445,127,300,240,6.235489221,MSI,6.409112932,136.3641049,4790000
226,17765396,MSI GE시리즈 레이더 GE76 12UH QHD WIN11,윈도우11(설치),인텔 / 코어i7-12세대 / i7-12700H (2.3GHz) / 14코어(6P+8E),2022.01,DR5 / 램 용량: 32GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX3080 / TGP: 165W / VRAM:8GB / 논 옵티머스,M.2(NVMe) / 2TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 280W / 충전단자: DC,17.3,2.9,5.965517241,,26490,1445,127,300,240,6.235489221,MSI,6.280080674,161.0277096,3990000
227,17765513,MSI GE시리즈 레이더 GE76 12UH QHD WIN11 64GB램,윈도우11(설치),인텔 / 코어i7-12세대 / i7-12700H (2.3GHz) / 14코어(6P+8E),2022.01,DR5 / 램 용량: 64GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX3080 / TGP: 165W / VRAM:8GB / 논 옵티머스,M.2(NVMe) / 2TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 280W / 충전단자: DC,17.3,2.9,5.965517241,,26490,1445,127,300,240,6.235489221,MSI,6.538245163,148.596481,4490000
228,16409504,MSI GE시리즈 레이더 GE76 12UH-i9 4K,미포함(프리도스),인텔 / 코어i9-12세대 / i9-12900HK (2.5GHz) / 14코어(6P+8E),2022.01,DR5 / 램 용량: 32GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX3080 / TGP: 165W / VRAM:8GB / 논 옵티머스,M.2(NVMe) / 2TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 280W / 충전단자: DC,17.3,2.9,5.965517241,,28146,9952,127,500,120,6.013266998,MSI,6.48084526,135.2994835,4790000
229,16409432,MSI GE시리즈 레이더 GE76 12UH-i9 4K W11,윈도우11프로,인텔 / 코어i9-12세대 / i9-12900HK (2.5GHz) / 14코어(6P+8E),2022.01,DR5 / 램 용량: 32GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX3080 / TGP: 165W / VRAM:8GB / 논 옵티머스,M.2(NVMe) / 2TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 280W / 충전단자: DC,17.3,2.9,5.965517241,,28146,9952,127,500,120,6.013266998,MSI,6.48084526,158.8442466,4170000
230,16534445,MSI GE시리즈 레이더 GE76 12UH-i9 4K WIN10,윈도우10(설치),인텔 / 코어i9-12세대 / i9-12900HK (2.5GHz) / 14코어(6P+8E),2022.01,DR5 / 램 용량: 32GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX3080 / TGP: 165W / VRAM:8GB / 논 옵티머스,M.2(NVMe) / 2TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 280W / 충전단자: DC,17.3,2.9,5.965517241,,28146,9952,127,500,120,6.013266998,MSI,6.48084526,132.2621482,4990000
231,16764704,MSI GE시리즈 레이더 GE76 12UH-i9 4K WIN11,윈도우11(설치),인텔 / 코어i9-12세대 / i9-12900HK (2.5GHz) / 14코어(6P+8E),2022.01,DR5 / 램 용량: 32GB / 4800MHz / 램 교체: 가능,외장그래픽 / RTX3080 / TGP: 165W / VRAM:8GB / 논 옵티머스,M.2(NVMe) / 2TB / 저장 슬롯: 2개,배터리: 99.9Wh / 어댑터: 280W / 충전단자: DC,17.3,2.9,5.965517241,,28146,9952,127,500,120,6.013266998,MSI,6.545411376,158.484537,4220000
232,18739658,MSI GF시리즈 GF63 Thin 11UC WIN11,윈도우11(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,2021.05,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 40W / VRAM:4GB,M.2(NVMe) / 512GB / 저장 슬롯: 2개,배터리: 51Wh / 어댑터: 120W / 충전단자: DC,15.6,1.77,8.813559322,,20824,3835,141,250,144,5.939303483,MSI,5.680735676,473.3946397,1290000
233,18739622,MSI GF시리즈 GF63 Thin 11UC WIN11 16GB램,윈도우11(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,2021.05,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 40W / VRAM:4GB,M.2(NVMe) / 512GB / 저장 슬롯: 2개,배터리: 51Wh / 어댑터: 120W / 충전단자: DC,15.6,1.77,8.813559322,,20824,3835,141,250,144,5.939303483,MSI,5.696864709,455.7491767,1340000
234,18739685,MSI GF시리즈 GF63 Thin 11UC WIN11 32GB램,윈도우11(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,2021.05,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / RTX3050 / TGP: 40W / VRAM:4GB,M.2(NVMe) / 512GB / 저장 슬롯: 2개,배터리: 51Wh / 어댑터: 120W / 충전단자: DC,15.6,1.77,8.813559322,,20824,3835,141,250,144,5.939303483,MSI,5.761380838,426.7689509,1440000
235,14820716,MSI GF시리즈 Sword GF66 A11SC-i5 블랙,미포함(프리도스),인텔 / 코어i5-11세대 / i5-11400H (2.7GHz) / 헥사(6)코어,2021.05,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53Wh / 어댑터: 150W / 충전단자: DC,15.6,2.25,6.933333333,,15856,2877,141,250,144,5.939303483,MSI,5.528012321,507.1570936,1090000
236,14869247,MSI GF시리즈 Sword GF66 A11SC-i5 블랙 16GB램,미포함(프리도스),인텔 / 코어i5-11세대 / i5-11400H (2.7GHz) / 헥사(6)코어,2021.05,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53Wh / 어댑터: 150W / 충전단자: DC,15.6,2.25,6.933333333,,15856,2877,141,250,144,5.939303483,MSI,5.544141353,482.0992481,1150000
237,14869289,MSI GF시리즈 Sword GF66 A11SC-i5 블랙 32GB램,미포함(프리도스),인텔 / 코어i5-11세대 / i5-11400H (2.7GHz) / 헥사(6)코어,2021.05,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53Wh / 어댑터: 150W / 충전단자: DC,15.6,2.25,6.933333333,,15856,2877,141,250,144,5.939303483,MSI,5.608657482,434.7796498,1290000
238,18374285,MSI GF시리즈 Sword GF66 A11SC-i5 블랙 64GB램,미포함(프리도스),인텔 / 코어i5-11세대 / i5-11400H (2.7GHz) / 헥사(6)코어,2021.05,DR4 / 램 용량: 64GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53Wh / 어댑터: 150W / 충전단자: DC,15.6,2.25,6.933333333,,15856,2877,141,250,144,5.939303483,MSI,5.73768974,498.9295426,1150000
239,14869367,MSI GF시리즈 Sword GF66 A11SC-i5 블랙 WIN10,윈도우10(설치),인텔 / 코어i5-11세대 / i5-11400H (2.7GHz) / 헥사(6)코어,2021.05,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53Wh / 어댑터: 150W / 충전단자: DC,15.6,2.25,6.933333333,,15856,2877,141,250,144,5.939303483,MSI,5.528012321,460.6676934,1290000
240,14869391,MSI GF시리즈 Sword GF66 A11SC-i5 블랙 WIN10 16GB램,윈도우10(설치),인텔 / 코어i5-11세대 / i5-11400H (2.7GHz) / 헥사(6)코어,2021.05,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53Wh / 어댑터: 150W / 충전단자: DC,15.6,2.25,6.933333333,,15856,2877,141,250,144,5.939303483,MSI,5.544141353,462.0117794,1290000
241,14869628,MSI GF시리즈 Sword GF66 A11SC-i5 블랙 WIN10 32GB램,윈도우10(설치),인텔 / 코어i5-11세대 / i5-11400H (2.7GHz) / 헥사(6)코어,2021.05,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53Wh / 어댑터: 150W / 충전단자: DC,15.6,2.25,6.933333333,,15856,2877,141,250,144,5.939303483,MSI,5.608657482,431.4351909,1390000
242,15722633,MSI GF시리즈 Sword GF66 A11SC-i5 블랙 WIN10 64GB램,윈도우10(설치),인텔 / 코어i5-11세대 / i5-11400H (2.7GHz) / 헥사(6)코어,2021.05,DR4 / 램 용량: 64GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53Wh / 어댑터: 150W / 충전단자: DC,15.6,2.25,6.933333333,,15856,2877,141,250,144,5.939303483,MSI,5.73768974,337.5111612,1790000
243,18377717,MSI GF시리즈 Sword GF66 A11SC-i5 블랙 WIN11,윈도우11(설치),인텔 / 코어i5-11세대 / i5-11400H (2.7GHz) / 헥사(6)코어,2021.05,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53Wh / 어댑터: 150W / 충전단자: DC,15.6,2.25,6.933333333,,15856,2877,141,250,144,5.939303483,MSI,5.574899817,557.4899817,1090000
244,18377807,MSI GF시리즈 Sword GF66 A11SC-i5 블랙 WIN11 16GB램,윈도우11(설치),인텔 / 코어i5-11세대 / i5-11400H (2.7GHz) / 헥사(6)코어,2021.05,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53Wh / 어댑터: 150W / 충전단자: DC,15.6,2.25,6.933333333,,15856,2877,141,250,144,5.939303483,MSI,5.607157882,560.7157882,1090000
245,18377843,MSI GF시리즈 Sword GF66 A11SC-i5 블랙 WIN11 32GB램,윈도우11(설치),인텔 / 코어i5-11세대 / i5-11400H (2.7GHz) / 헥사(6)코어,2021.05,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53Wh / 어댑터: 150W / 충전단자: DC,15.6,2.25,6.933333333,,15856,2877,141,250,144,5.939303483,MSI,5.608657482,509.8779529,1190000
246,18377909,MSI GF시리즈 Sword GF66 A11SC-i5 블랙 WIN11 64GB램,윈도우11(설치),인텔 / 코어i5-11세대 / i5-11400H (2.7GHz) / 헥사(6)코어,2021.05,DR4 / 램 용량: 64GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53Wh / 어댑터: 150W / 충전단자: DC,15.6,2.25,6.933333333,,15856,2877,141,250,144,5.939303483,MSI,5.73768974,478.1408117,1290000
247,14820758,MSI GF시리즈 Sword GF66 A11SC-i5 화이트,미포함(프리도스),인텔 / 코어i5-11세대 / i5-11400H (2.7GHz) / 헥사(6)코어,2021.05,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53Wh / 어댑터: 150W / 충전단자: DC,15.6,2.25,6.933333333,,15856,2877,141,250,144,5.939303483,MSI,5.528012321,507.1570936,1090000
248,14870195,MSI GF시리즈 Sword GF66 A11SC-i5 화이트 16GB램,미포함(프리도스),인텔 / 코어i5-11세대 / i5-11400H (2.7GHz) / 헥사(6)코어,2021.05,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53Wh / 어댑터: 150W / 충전단자: DC,15.6,2.25,6.933333333,,15856,2877,141,250,144,5.939303483,MSI,5.544141353,473.8582353,1170000
249,14870228,MSI GF시리즈 Sword GF66 A11SC-i5 화이트 32GB램,미포함(프리도스),인텔 / 코어i5-11세대 / i5-11400H (2.7GHz) / 헥사(6)코어,2021.05,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53Wh / 어댑터: 150W / 충전단자: DC,15.6,2.25,6.933333333,,15856,2877,141,250,144,5.939303483,MSI,5.608657482,434.7796498,1290000
250,14870393,MSI GF시리즈 Sword GF66 A11SC-i5 화이트 WIN10,윈도우10(설치),인텔 / 코어i5-11세대 / i5-11400H (2.7GHz) / 헥사(6)코어,2021.05,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53Wh / 어댑터: 150W / 충전단자: DC,15.6,2.25,6.933333333,,15856,2877,141,250,144,5.939303483,MSI,5.528012321,502.5465746,1190000
251,14870435,MSI GF시리즈 Sword GF66 A11SC-i5 화이트 WIN10 16GB램,윈도우10(설치),인텔 / 코어i5-11세대 / i5-11400H (2.7GHz) / 헥사(6)코어,2021.05,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53Wh / 어댑터: 150W / 충전단자: DC,15.6,2.25,6.933333333,,15856,2877,141,250,144,5.939303483,MSI,5.544141353,513.3464216,1170000
252,14870645,MSI GF시리즈 Sword GF66 A11SC-i5 화이트 WIN10 32GB램,윈도우10(설치),인텔 / 코어i5-11세대 / i5-11400H (2.7GHz) / 헥사(6)코어,2021.05,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53Wh / 어댑터: 150W / 충전단자: DC,15.6,2.25,6.933333333,,15856,2877,141,250,144,5.939303483,MSI,5.608657482,431.4351909,1390000
253,15722879,MSI GF시리즈 Sword GF66 A11SC-i5 화이트 WIN10 64GB램,윈도우10(설치),인텔 / 코어i5-11세대 / i5-11400H (2.7GHz) / 헥사(6)코어,2021.05,DR4 / 램 용량: 64GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53Wh / 어댑터: 150W / 충전단자: DC,15.6,2.25,6.933333333,,15856,2877,141,250,144,5.939303483,MSI,5.73768974,337.5111612,1790000
254,14820797,MSI GF시리즈 Sword GF66 A11SC-i7 블랙,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,2021.05,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,15.6,2.25,6.933333333,,20824,2877,141,250,144,5.939303483,MSI,5.583991859,446.7193487,1250000
255,14867357,MSI GF시리즈 Sword GF66 A11SC-i7 블랙 16GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,2021.05,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,15.6,2.25,6.933333333,,20824,2877,141,250,144,5.939303483,MSI,5.600120891,402.886395,1390000
256,14867447,MSI GF시리즈 Sword GF66 A11SC-i7 블랙 32GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,2021.05,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,15.6,2.25,6.933333333,,20824,2877,141,250,144,5.939303483,MSI,5.66463702,356.2664793,1590000
257,14867420,MSI GF시리즈 Sword GF66 A11SC-i7 블랙 WIN10,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,2021.05,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,15.6,2.25,6.933333333,,20824,2877,141,250,144,5.939303483,MSI,5.583991859,429.5378353,1390000
258,14867549,MSI GF시리즈 Sword GF66 A11SC-i7 블랙 WIN10 16GB램,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,2021.05,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,15.6,2.25,6.933333333,,20824,2877,141,250,144,5.939303483,MSI,5.600120891,430.7785301,1390000
259,14867705,MSI GF시리즈 Sword GF66 A11SC-i7 블랙 WIN10 32GB램,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,2021.05,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,15.6,2.25,6.933333333,,20824,2877,141,250,144,5.939303483,MSI,5.66463702,377.642468,1590000
260,15761126,MSI GF시리즈 Sword GF66 A11SC-i7 블랙 WIN10 64GB램,윈도우10(설치),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,2021.05,DR4 / 램 용량: 64GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,15.6,2.25,6.933333333,,20824,2877,141,250,144,5.939303483,MSI,5.793669278,355.439833,1720000
261,15010919,MSI GF시리즈 Sword GF66 A11SC-i7 화이트,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,2021.05,DR4 / 램 용량: 8GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,15.6,2.25,6.933333333,,20824,2877,141,250,144,5.939303483,MSI,5.760011587,391.8375229,1470000
262,15045362,MSI GF시리즈 Sword GF66 A11SC-i7 화이트 16GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,2021.05,DR4 / 램 용량: 16GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,15.6,2.25,6.933333333,,20824,2877,141,250,144,5.939303483,MSI,5.66313742,439.0029008,1290000
263,15045440,MSI GF시리즈 Sword GF66 A11SC-i7 화이트 32GB램,미포함(프리도스),인텔 / 코어i7-11세대 / i7-11800H (2.3GHz) / 옥타(8)코어,2021.05,DR4 / 램 용량: 32GB / 3200MHz / 램 교체: 가능,외장그래픽 / GTX1650 / VRAM:4GB,M.2(NVMe) / 512GB,배터리: 53.5Wh / 어댑터: 150W / 충전단자: DC,15.6,2.25,6.933333333,,20824,2877,141,250,144,5.939303483,MSI,5.66463702,284.6551266,1990000
